MAE
64583.84712170714
CA3,CA5
0.5574144486692015,0.7460076045627376
ID,age,age_p,error
1527,23,[18.8131],[4.186899]
1528,22,[22.906069],[0.9060688]
1529,24,[28.427082],[4.427082]
1530,25,[28.547598],[3.547598]
1531,23,[22.2151],[0.78490067]
1532,24,[18.182762],[5.817238]
1533,24,[27.254717],[3.2547169]
1534,23,[26.229887],[3.229887]
1535,24,[25.162228],[1.1622276]
1536,23,[25.96109],[2.96109]
1537,25,[25.370485],[0.3704853]
1538,25,[25.0752],[0.07519913]
1539,24,[22.164682],[1.8353176]
1540,25,[21.225239],[3.7747612]
1541,28,[26.557652],[1.4423485]
1542,24,[23.069586],[0.9304142]
1543,24,[28.551706],[4.5517063]
1544,20,[25.29322],[5.2932205]
1545,22,[25.870127],[3.8701267]
1546,25,[26.410519],[1.4105186]
1547,21,[27.877014],[6.877014]
1548,24,[24.823418],[0.82341766]
1549,24,[21.705034],[2.2949657]
1550,24,[21.126337],[2.873663]
1551,27,[21.786802],[5.2131977]
1552,23,[22.507914],[0.4920864]
1553,25,[24.732815],[0.2671852]
1554,24,[27.205437],[3.2054367]
1555,24,[27.584929],[3.5849285]
1556,24,[24.149744],[0.14974403]
1557,24,[25.045542],[1.0455418]
1558,26,[21.351212],[4.6487885]
1559,22,[22.702316],[0.7023163]
1560,25,[23.570652],[1.429348]
1561,24,[22.726473],[1.2735271]
1562,23,[25.902328],[2.9023285]
1563,25,[22.280434],[2.7195663]
1564,26,[22.411148],[3.588852]
1565,24,[24.820562],[0.82056236]
1566,24,[25.814196],[1.8141956]
1567,24,[22.205929],[1.7940712]
1568,24,[25.00976],[1.0097599]
1569,20,[21.584433],[1.5844326]
1570,24,[27.81791],[3.8179092]
1571,24,[20.244253],[3.7557468]
1572,26,[23.6142],[2.3857994]
1573,24,[25.355844],[1.3558445]
1574,24,[24.352774],[0.35277367]
1575,28,[29.775728],[1.7757282]
1576,28,[30.430788],[2.430788]
1577,23,[23.366213],[0.36621284]
1578,24,[25.971256],[1.9712563]
1579,24,[22.55685],[1.4431496]
1580,24,[21.879105],[2.1208954]
1581,24,[19.32499],[4.6750107]
1582,20,[22.505257],[2.5052567]
1583,24,[23.57459],[0.42540932]
1584,27,[26.124058],[0.87594223]
1585,20,[25.477146],[5.477146]
1586,24,[22.035362],[1.9646378]
1587,22,[24.351686],[2.3516865]
1588,20,[21.407055],[1.4070549]
1589,24,[28.04908],[4.04908]
1590,28,[23.81871],[4.1812897]
1591,20,[29.503649],[9.503649]
1592,24,[24.737211],[0.7372112]
1593,20,[30.39751],[10.397511]
1594,28,[25.567991],[2.4320087]
1595,28,[24.392467],[3.6075325]
1596,20,[24.243248],[4.243248]
1597,26,[37.707573],[11.707573]
1598,24,[21.718573],[2.2814274]
1599,24,[20.660082],[3.3399181]
1600,21,[26.917622],[5.9176216]
1601,21,[23.945614],[2.9456139]
1602,25,[23.390167],[1.6098328]
1603,25,[30.749033],[5.749033]
1604,26,[21.9186],[4.0814]
1605,25,[18.144646],[6.8553543]
1606,21,[23.57364],[2.5736408]
1607,29,[26.414095],[2.585905]
1608,25,[24.101246],[0.8987541]
1609,29,[25.51721],[3.48279]
1610,25,[23.953577],[1.046423]
1611,25,[24.838978],[0.16102219]
1612,23,[25.514212],[2.5142117]
1613,25,[28.070808],[3.0708084]
1614,25,[28.470722],[3.4707222]
1615,25,[25.082962],[0.08296204]
1616,26,[25.822063],[0.17793655]
1617,25,[28.321867],[3.321867]
1618,29,[29.870377],[0.8703766]
1619,25,[25.516634],[0.516634]
1620,25,[17.601177],[7.398823]
1621,21,[24.459215],[3.4592152]
1622,29,[21.061655],[7.938345]
1623,25,[16.089077],[8.910923]
1624,25,[22.507751],[2.4922485]
1625,29,[20.756914],[8.243086]
1626,21,[20.934324],[0.06567574]
1627,25,[27.88245],[2.88245]
1628,26,[26.11098],[0.11097908]
1629,25,[26.175161],[1.1751614]
1630,29,[27.920382],[1.0796185]
1631,22,[23.189438],[1.1894379]
1632,28,[27.151125],[0.84887505]
1633,21,[26.891758],[5.891758]
1634,25,[22.476788],[2.5232124]
1635,28,[38.418217],[10.418217]
1636,21,[22.587496],[1.5874958]
1637,21,[24.022686],[3.022686]
1638,26,[25.04472],[0.9552803]
1639,28,[28.351515],[0.35151482]
1640,25,[23.498396],[1.5016041]
1641,26,[30.887539],[4.887539]
1642,25,[22.457447],[2.542553]
1643,25,[29.825306],[4.825306]
1644,25,[24.744991],[0.2550087]
1645,29,[31.771465],[2.7714653]
1646,25,[32.94763],[7.947632]
1647,23,[23.893747],[0.8937473]
1648,23,[26.637884],[3.6378841]
1649,25,[32.57565],[7.5756493]
1650,25,[31.130663],[6.130663]
1651,25,[29.994516],[4.9945164]
1652,21,[21.20372],[0.2037201]
1653,26,[24.703886],[1.296114]
1654,21,[19.440968],[1.5590324]
1655,25,[22.462364],[2.5376358]
1656,25,[27.230425],[2.230425]
1657,25,[27.57478],[2.5747795]
1658,24,[29.4655],[5.4655]
1659,22,[25.567345],[3.5673447]
1660,26,[33.165432],[7.165432]
1661,25,[23.234571],[1.7654285]
1662,25,[34.4294],[9.429401]
1663,21,[22.5638],[1.5638008]
1664,24,[27.047668],[3.0476685]
1665,24,[30.883589],[6.883589]
1666,25,[32.898273],[7.8982735]
1667,21,[35.06052],[14.06052]
1668,21,[26.924498],[5.9244976]
1669,25,[26.613653],[1.6136532]
1670,21,[26.026031],[5.0260315]
1671,24,[27.657425],[3.657425]
1672,21,[22.98296],[1.9829597]
1673,24,[24.659712],[0.65971184]
1674,23,[16.779682],[6.220318]
1675,25,[27.577778],[2.5777779]
1676,21,[19.514425],[1.4855747]
1677,25,[28.349123],[3.349123]
1678,21,[27.720028],[6.720028]
1679,23,[23.083172],[0.08317184]
1680,25,[28.78798],[3.7879791]
1681,24,[22.437393],[1.5626068]
1682,25,[26.121174],[1.1211739]
1683,24,[33.80332],[9.803322]
1684,25,[27.2508],[2.2507992]
1685,28,[38.50807],[10.508072]
1686,25,[26.512966],[1.5129662]
1687,21,[30.46543],[9.465429]
1688,25,[26.241291],[1.241291]
1689,23,[18.871178],[4.1288223]
1690,24,[21.753784],[2.2462158]
1691,25,[23.758162],[1.2418385]
1692,25,[25.962559],[0.96255875]
1693,24,[25.016165],[1.0161648]
1694,25,[30.567043],[5.5670433]
1695,24,[24.655003],[0.6550026]
1696,25,[30.878153],[5.878153]
1697,25,[25.222807],[0.22280693]
1698,25,[24.147665],[0.852335]
1699,25,[22.902193],[2.097807]
1700,23,[28.64612],[5.64612]
1701,21,[32.160492],[11.160492]
1702,25,[21.176538],[3.8234615]
1703,25,[28.238098],[3.2380981]
1704,23,[28.535189],[5.5351887]
1705,21,[19.927683],[1.0723171]
1706,23,[17.214981],[5.785019]
1707,25,[34.380527],[9.3805275]
1708,25,[20.993122],[4.006878]
1709,21,[27.439545],[6.4395447]
1710,29,[25.59669],[3.4033108]
1711,23,[26.716747],[3.7167473]
1712,23,[21.882214],[1.1177864]
1713,21,[19.677685],[1.3223152]
1714,25,[24.360744],[0.6392555]
1715,23,[24.710754],[1.7107544]
1716,21,[23.554457],[2.5544567]
1717,23,[22.48091],[0.51909065]
1718,29,[28.29435],[0.7056503]
1719,21,[31.89377],[10.89377]
1720,21,[32.61171],[11.61171]
1721,25,[28.784803],[3.7848034]
1722,21,[26.24507],[5.2450695]
1723,23,[29.516401],[6.5164013]
1724,21,[29.798481],[8.798481]
1725,21,[23.493965],[2.4939651]
1726,25,[15.789044],[9.210956]
1727,21,[27.08183],[6.081829]
1728,25,[27.661814],[2.6618137]
1729,25,[31.055662],[6.055662]
1730,21,[25.461346],[4.4613457]
1731,22,[28.316353],[6.316353]
1732,21,[27.0387],[6.0387]
1733,21,[24.315674],[3.3156738]
1734,25,[28.699451],[3.6994514]
1735,23,[28.19878],[5.19878]
1736,22,[23.986143],[1.9861431]
1737,24,[30.023987],[6.023987]
1738,22,[27.409979],[5.409979]
1739,22,[28.652552],[6.6525517]
1740,22,[27.484789],[5.484789]
1741,24,[23.645363],[0.35463715]
1742,26,[24.939985],[1.0600147]
1743,22,[25.696117],[3.6961174]
1744,22,[23.95114],[1.9511395]
1745,24,[25.825323],[1.8253231]
1746,22,[23.930883],[1.9308834]
1747,24,[34.645557],[10.645557]
1748,24,[22.872505],[1.1274948]
1749,22,[24.183853],[2.1838531]
1750,25,[24.189215],[0.8107853]
1751,30,[29.532108],[0.4678917]
1752,24,[26.046103],[2.0461025]
1753,26,[19.182377],[6.817623]
1754,22,[26.31842],[4.3184204]
1755,30,[21.423756],[8.576244]
1756,25,[22.188791],[2.8112087]
1757,30,[29.322153],[0.6778469]
1758,26,[29.096697],[3.0966969]
1759,25,[22.382936],[2.6170635]
1760,22,[21.400185],[0.59981537]
1761,26,[18.05701],[7.9429893]
1762,22,[22.58373],[0.5837307]
1763,24,[23.709404],[0.290596]
1764,22,[18.112558],[3.8874416]
1765,25,[29.063292],[4.0632915]
1766,30,[32.051125],[2.0511246]
1767,22,[23.899376],[1.8993759]
1768,26,[23.79779],[2.2022095]
1769,26,[27.019293],[1.0192928]
1770,22,[27.908537],[5.908537]
1771,22,[24.810244],[2.8102436]
1772,26,[23.26442],[2.7355804]
1773,27,[29.74291],[2.7429104]
1774,22,[24.458569],[2.4585686]
1775,22,[22.441175],[0.44117546]
1776,30,[23.639687],[6.3603134]
1777,26,[25.561018],[0.438982]
1778,29,[22.982006],[6.017994]
1779,22,[27.096136],[5.096136]
1780,24,[21.66237],[2.3376293]
1781,26,[20.483244],[5.516756]
1782,23,[24.56837],[1.5683708]
1783,27,[25.440315],[1.5596848]
1784,30,[36.061478],[6.0614777]
1785,27,[35.332542],[8.332542]
1786,22,[44.057224],[22.057224]
1787,22,[27.061905],[5.061905]
1788,26,[34.5782],[8.578201]
1789,24,[22.803411],[1.1965885]
1790,30,[28.653826],[1.3461742]
1791,26,[29.427513],[3.4275131]
1792,26,[23.790909],[2.2090912]
1793,26,[30.271812],[4.2718124]
1794,26,[21.799421],[4.2005787]
1795,26,[25.56975],[0.43025017]
1796,22,[32.73258],[10.732578]
1797,22,[22.51619],[0.5161896]
1798,30,[25.721098],[4.278902]
1799,30,[32.339245],[2.3392448]
1800,22,[27.670446],[5.6704464]
1801,26,[26.623299],[0.62329865]
1802,27,[24.837734],[2.1622658]
1803,22,[22.47896],[0.47896004]
1804,27,[28.242828],[1.2428284]
1805,30,[23.896278],[6.1037216]
1806,30,[18.238102],[11.761898]
1807,30,[19.53201],[10.467991]
1808,30,[26.93816],[3.06184]
1809,30,[27.273806],[2.7261944]
1810,22,[29.919397],[7.9193974]
1811,26,[34.196815],[8.1968155]
1812,29,[34.40504],[5.4050407]
1813,25,[27.832691],[2.8326912]
1814,28,[28.204222],[0.20422173]
1815,24,[27.365139],[3.365139]
1816,26,[20.26642],[5.7335796]
1817,30,[28.211172],[1.7888279]
1818,29,[16.022463],[12.977537]
1819,26,[24.844143],[1.1558571]
1820,27,[26.404385],[0.5956154]
1821,30,[25.554306],[4.445694]
1822,22,[21.197046],[0.8029537]
1823,26,[30.914234],[4.914234]
1824,30,[23.1811],[6.818899]
1825,26,[21.808008],[4.191992]
1826,30,[25.55818],[4.44182]
1827,23,[22.840378],[0.15962219]
1828,27,[22.109344],[4.8906555]
1829,26,[27.392235],[1.3922348]
1830,28,[33.347893],[5.3478928]
1831,24,[33.264404],[9.264404]
1832,31,[31.416086],[0.4160862]
1833,31,[36.45488],[5.4548798]
1834,23,[21.914713],[1.0852871]
1835,27,[26.827948],[0.17205238]
1836,23,[21.991655],[1.0083447]
1837,28,[24.71535],[3.2846508]
1838,23,[29.324347],[6.3243465]
1839,23,[33.68595],[10.685951]
1840,27,[36.040325],[9.040325]
1841,24,[30.254766],[6.2547665]
1842,25,[32.474403],[7.4744034]
1843,23,[36.26493],[13.264931]
1844,23,[24.135298],[1.1352978]
1845,27,[22.966885],[4.0331154]
1846,23,[39.019592],[16.019592]
1847,27,[29.883352],[2.8833523]
1848,23,[36.455444],[13.455444]
1849,26,[26.18442],[0.18441963]
1850,30,[22.631308],[7.3686924]
1851,31,[28.21241],[2.78759]
1852,31,[29.852467],[1.1475334]
1853,30,[20.979757],[9.020243]
1854,30,[30.229433],[0.22943306]
1855,30,[26.169731],[3.8302689]
1856,27,[23.306715],[3.693285]
1857,26,[23.80573],[2.1942692]
1858,28,[26.767353],[1.232647]
1859,27,[28.649677],[1.6496773]
1860,30,[28.991152],[1.0088482]
1861,28,[29.60642],[1.6064205]
1862,27,[22.386908],[4.6130924]
1863,28,[31.873014],[3.8730145]
1864,27,[27.647213],[0.647213]
1865,28,[26.514757],[1.4852428]
1866,24,[20.970438],[3.029562]
1867,28,[39.6242],[11.624199]
1868,26,[22.323273],[3.6767273]
1869,27,[28.91053],[1.9105301]
1870,27,[17.808994],[9.191006]
1871,27,[27.36001],[0.36001015]
1872,28,[29.942339],[1.942339]
1873,28,[28.326185],[0.32618523]
1874,27,[26.241123],[0.7588768]
1875,28,[27.299202],[0.70079803]
1876,26,[23.661772],[2.3382282]
1877,26,[22.314392],[3.685608]
1878,27,[27.288708],[0.28870773]
1879,28,[25.0972],[2.9027996]
1880,26,[28.582157],[2.5821571]
1881,26,[26.523287],[0.5232868]
1882,27,[30.701927],[3.7019272]
1883,27,[24.75825],[2.2417507]
1884,24,[28.709984],[4.709984]
1885,24,[28.460241],[4.4602413]
1886,31,[26.770082],[4.2299175]
1887,27,[23.630936],[3.3690643]
1888,31,[31.363287],[0.36328697]
1889,30,[30.93795],[0.93795013]
1890,28,[25.17161],[2.8283901]
1891,25,[30.689398],[5.689398]
1892,28,[24.938833],[3.0611668]
1893,28,[26.228712],[1.7712879]
1894,30,[26.264376],[3.7356243]
1895,26,[26.166779],[0.16677856]
1896,29,[26.328495],[2.671505]
1897,28,[23.31222],[4.6877804]
1898,24,[29.154352],[5.154352]
1899,25,[26.572664],[1.5726643]
1900,31,[24.591494],[6.4085064]
1901,30,[28.4371],[1.5629005]
1902,27,[27.992815],[0.992815]
1903,30,[22.368526],[7.6314735]
1904,28,[32.3733],[4.3732986]
1905,26,[28.351952],[2.3519516]
1906,25,[29.936481],[4.9364815]
1907,28,[33.569828],[5.569828]
1908,28,[28.232075],[0.23207474]
1909,26,[17.154057],[8.845943]
1910,30,[31.6158],[1.6158009]
1911,24,[17.698633],[6.301367]
1912,29,[21.141602],[7.8583984]
1913,28,[25.155039],[2.8449612]
1914,28,[26.182848],[1.817152]
1915,27,[23.07225],[3.9277496]
1916,24,[24.355394],[0.35539436]
1917,30,[25.811312],[4.1886883]
1918,30,[34.85853],[4.858528]
1919,30,[26.156143],[3.8438568]
1920,30,[31.017834],[1.0178337]
1921,30,[27.078009],[2.9219913]
1922,30,[28.75069],[1.2493095]
1923,28,[25.376717],[2.6232834]
1924,28,[31.92803],[3.92803]
1925,29,[22.938438],[6.0615616]
1926,28,[30.631605],[2.6316051]
1927,30,[28.584826],[1.4151745]
1928,27,[28.494959],[1.4949589]
1929,28,[22.223171],[5.776829]
1930,27,[28.492277],[1.4922771]
1931,27,[10.526697],[16.473303]
1932,28,[26.858688],[1.1413116]
1933,30,[32.135357],[2.135357]
1934,30,[20.868567],[9.1314335]
1935,27,[20.243645],[6.7563553]
1936,24,[28.723526],[4.723526]
1937,30,[31.582932],[1.5829315]
1938,28,[25.184933],[2.8150673]
1939,28,[25.826204],[2.1737957]
1940,26,[21.343943],[4.6560574]
1941,30,[28.446272],[1.5537281]
1942,32,[31.315786],[0.68421364]
1943,28,[25.153664],[2.8463364]
1944,25,[23.90812],[1.0918808]
1945,28,[29.462471],[1.462471]
1946,29,[24.296745],[4.7032547]
1947,27,[25.618612],[1.3813877]
1948,27,[26.237177],[0.7628231]
1949,28,[31.541039],[3.5410385]
1950,29,[26.711784],[2.2882156]
1951,31,[24.145233],[6.854767]
1952,25,[24.189737],[0.8102627]
1953,25,[28.218464],[3.218464]
1954,29,[27.90901],[1.0909901]
1955,28,[26.374552],[1.6254482]
1956,27,[19.212162],[7.787838]
1957,25,[25.79953],[0.79953]
1958,27,[31.964123],[4.964123]
1959,28,[24.76232],[3.2376804]
1960,31,[26.119768],[4.880232]
1961,31,[32.424595],[1.4245949]
1962,31,[27.561916],[3.4380836]
1963,28,[24.839808],[3.1601925]
1964,28,[26.706287],[1.2937126]
1965,25,[7.7566786],[17.24332]
1966,29,[24.747175],[4.252825]
1967,28,[23.364386],[4.6356144]
1968,27,[24.064205],[2.9357948]
1969,28,[25.285639],[2.7143612]
1970,31,[30.430014],[0.56998634]
1971,28,[27.047232],[0.9527683]
1972,28,[27.548523],[0.45147705]
1973,28,[27.108768],[0.89123154]
1974,31,[23.248045],[7.751955]
1975,28,[30.314745],[2.314745]
1976,31,[26.818556],[4.181444]
1977,29,[27.9583],[1.0417004]
1978,28,[22.530787],[5.4692135]
1979,24,[24.919863],[0.91986275]
1980,28,[25.301239],[2.698761]
1981,27,[27.635338],[0.6353378]
1982,26,[31.46711],[5.4671097]
1983,29,[30.770151],[1.7701511]
1984,24,[31.073406],[7.073406]
1985,28,[21.470085],[6.529915]
1986,24,[31.185093],[7.185093]
1987,26,[19.653383],[6.3466167]
1988,24,[24.560497],[0.5604973]
1989,26,[24.798956],[1.2010441]
1990,26,[20.401213],[5.5987873]
1991,24,[23.377117],[0.62288284]
1992,26,[25.42493],[0.5750694]
1993,24,[23.939968],[0.06003189]
1994,26,[25.71958],[0.2804203]
1995,24,[30.540154],[6.5401535]
1996,26,[27.887283],[1.8872833]
1997,24,[21.58227],[2.4177303]
1998,26,[32.005108],[6.005108]
1999,26,[28.034637],[2.0346375]
2000,30,[22.607567],[7.392433]
2001,24,[26.678368],[2.6783676]
2002,24,[37.979305],[13.979305]
2003,24,[24.526978],[0.52697754]
2004,26,[23.580843],[2.419157]
2005,24,[22.14739],[1.8526096]
2006,26,[24.849339],[1.1506615]
2007,26,[27.217018],[1.2170181]
2008,24,[25.957157],[1.9571571]
2009,32,[22.98451],[9.01549]
2010,24,[25.184391],[1.184391]
2011,32,[33.208683],[1.208683]
2012,24,[28.641054],[4.641054]
2013,24,[32.4315],[8.4314995]
2014,26,[36.53548],[10.5354805]
2015,24,[19.719418],[4.2805824]
2016,24,[22.571941],[1.4280586]
2017,27,[24.271122],[2.728878]
2018,28,[27.648905],[0.3510952]
2019,26,[26.942537],[0.9425373]
2020,29,[22.34569],[6.65431]
2021,28,[27.667732],[0.33226776]
2022,1,[3.2886636],[2.2886636]
2023,1,[4.70275],[3.7027502]
2024,2,[3.17809],[1.1780901]
2025,1,[3.1181931],[2.1181931]
2026,1,[3.117079],[2.117079]
2027,1,[6.905375],[5.905375]
2028,1,[3.1893291],[2.1893291]
2029,1,[3.1617177],[2.1617177]
2030,1,[3.4365463],[2.4365463]
2031,1,[3.193208],[2.193208]
2032,1,[3.188603],[2.188603]
2033,1,[3.1720774],[2.1720774]
2034,1,[3.15839],[2.15839]
2035,1,[3.3722746],[2.3722746]
2036,1,[3.1475859],[2.1475859]
2037,1,[3.1548111],[2.1548111]
2038,1,[4.020244],[3.0202441]
2039,1,[3.294876],[2.294876]
2040,1,[3.139811],[2.139811]
2041,1,[3.1389751],[2.1389751]
2042,1,[3.2356043],[2.2356043]
2043,1,[3.2299],[2.2299]
2044,1,[3.5517378],[2.5517378]
2045,1,[3.286905],[2.286905]
2046,1,[9.310202],[8.310202]
2047,1,[32.030796],[31.030796]
2048,1,[3.1205165],[2.1205165]
2049,1,[3.172534],[2.172534]
2050,1,[3.2266145],[2.2266145]
2051,1,[3.1430926],[2.1430926]
2052,1,[3.1984022],[2.1984022]
2053,1,[3.253212],[2.253212]
2054,1,[3.2222126],[2.2222126]
2055,1,[3.181961],[2.181961]
2056,1,[3.1575732],[2.1575732]
2057,1,[5.454814],[4.454814]
2058,1,[3.1687953],[2.1687953]
2059,1,[3.186259],[2.186259]
2060,1,[3.3108552],[2.3108552]
2061,1,[3.2601175],[2.2601175]
2062,1,[3.113767],[2.113767]
2063,1,[3.283783],[2.283783]
2064,1,[3.1408987],[2.1408987]
2065,1,[3.117567],[2.117567]
2066,1,[3.1922169],[2.1922169]
2067,1,[3.2013726],[2.2013726]
2068,1,[3.544467],[2.544467]
2069,1,[4.0613017],[3.0613017]
2070,1,[3.11251],[2.11251]
2071,1,[4.357894],[3.357894]
2072,1,[3.1536748],[2.1536748]
2073,1,[3.2329025],[2.2329025]
2074,1,[3.9820063],[2.9820063]
2075,1,[3.2527592],[2.2527592]
2076,1,[3.2060044],[2.2060044]
2077,1,[9.353794],[8.353794]
2078,1,[3.2954867],[2.2954867]
2079,1,[3.2570987],[2.2570987]
2080,1,[3.3638415],[2.3638415]
2081,1,[3.1277225],[2.1277225]
2082,1,[9.225929],[8.225929]
2083,1,[3.464883],[2.464883]
2084,1,[3.295057],[2.295057]
2085,1,[3.6657329],[2.6657329]
2086,1,[3.1340778],[2.1340778]
2087,1,[6.5264707],[5.5264707]
2088,1,[3.2946236],[2.2946236]
2089,1,[3.283199],[2.283199]
2090,1,[10.035612],[9.035612]
2091,1,[3.2124474],[2.2124474]
2092,1,[5.9562626],[4.9562626]
2093,1,[26.121649],[25.121649]
2094,1,[3.1740077],[2.1740077]
2095,1,[33.187218],[32.187218]
2096,1,[9.709847],[8.709847]
2097,1,[3.136236],[2.136236]
2098,2,[3.1331792],[1.1331792]
2099,1,[10.361238],[9.361238]
2100,1,[4.3375864],[3.3375864]
2101,1,[3.7765207],[2.7765207]
2102,2,[3.3220563],[1.3220563]
2103,1,[3.4230886],[2.4230886]
2104,1,[5.174164],[4.174164]
2105,1,[3.2332067],[2.2332067]
2106,3,[3.5450408],[0.54504085]
2107,1,[3.1974638],[2.1974638]
2108,2,[3.1782045],[1.1782045]
2109,2,[4.1677694],[2.1677694]
2110,1,[3.2870653],[2.2870653]
2111,1,[5.327016],[4.327016]
2112,1,[3.2188692],[2.2188692]
2113,1,[3.2463806],[2.2463806]
2114,1,[3.179941],[2.179941]
2115,5,[3.311514],[1.6884861]
2116,1,[3.1873245],[2.1873245]
2117,1,[3.288409],[2.288409]
2118,1,[3.2897701],[2.2897701]
2119,2,[3.1999097],[1.1999097]
2120,1,[11.93688],[10.93688]
2121,1,[3.1571436],[2.1571436]
2122,1,[3.1705797],[2.1705797]
2123,1,[3.1725485],[2.1725485]
2124,2,[3.1968293],[1.1968293]
2125,1,[3.2622287],[2.2622287]
2126,2,[3.2310812],[1.2310812]
2127,1,[3.2057142],[2.2057142]
2128,1,[4.702433],[3.702433]
2129,2,[3.1405723],[1.1405723]
2130,1,[3.149079],[2.149079]
2131,1,[3.2993994],[2.2993994]
2132,1,[3.3928642],[2.3928642]
2133,1,[13.473383],[12.473383]
2134,1,[3.20509],[2.20509]
2135,1,[3.1975837],[2.1975837]
2136,1,[3.178543],[2.178543]
2137,1,[3.2890718],[2.2890718]
2138,1,[3.1508334],[2.1508334]
2139,1,[6.378495],[5.378495]
2140,1,[3.3159673],[2.3159673]
2141,1,[3.2931035],[2.2931035]
2142,1,[3.1289015],[2.1289015]
2143,1,[3.2388988],[2.2388988]
2144,1,[3.2411838],[2.2411838]
2145,1,[5.537387],[4.537387]
2146,1,[17.015776],[16.015776]
2147,1,[3.1301665],[2.1301665]
2148,1,[4.726635],[3.726635]
2149,1,[5.1911],[4.1911]
2150,1,[3.1898582],[2.1898582]
2151,1,[3.223525],[2.223525]
2152,1,[3.2055054],[2.2055054]
2153,1,[4.3153186],[3.3153186]
2154,1,[3.2119842],[2.2119842]
2155,1,[3.1775222],[2.1775222]
2156,2,[3.177304],[1.177304]
2157,1,[3.2779074],[2.2779074]
2158,1,[3.1985083],[2.1985083]
2159,1,[3.3156073],[2.3156073]
2160,1,[3.1648726],[2.1648726]
2161,1,[3.7069633],[2.7069633]
2162,1,[3.5341132],[2.5341132]
2163,1,[3.550767],[2.550767]
2164,1,[6.0553336],[5.0553336]
2165,1,[5.6063066],[4.6063066]
2166,1,[3.0864925],[2.0864925]
2167,1,[3.2124033],[2.2124033]
2168,1,[3.158923],[2.158923]
2169,1,[4.105155],[3.105155]
2170,1,[3.1064312],[2.1064312]
2171,1,[3.2874863],[2.2874863]
2172,1,[3.167016],[2.167016]
2173,1,[3.2874343],[2.2874343]
2174,1,[9.974651],[8.974651]
2175,1,[3.1224391],[2.1224391]
2176,1,[3.1604452],[2.1604452]
2177,1,[3.8665187],[2.8665187]
2178,1,[3.25174],[2.25174]
2179,2,[3.273025],[1.273025]
2180,1,[5.542048],[4.542048]
2181,1,[3.113676],[2.113676]
2182,1,[3.1843681],[2.1843681]
2183,1,[3.1525126],[2.1525126]
2184,1,[3.2075872],[2.2075872]
2185,1,[3.2233493],[2.2233493]
2186,33,[28.18217],[4.817829]
2187,25,[27.137686],[2.1376858]
2188,29,[27.44008],[1.5599194]
2189,25,[27.529032],[2.5290318]
2190,29,[22.790876],[6.2091236]
2191,28,[25.373625],[2.6263752]
2192,33,[37.061153],[4.0611534]
2193,29,[25.000076],[3.9999237]
2194,25,[29.063726],[4.0637264]
2195,30,[28.681204],[1.3187962]
2196,29,[25.119223],[3.8807774]
2197,26,[23.571133],[2.4288673]
2198,33,[27.708557],[5.291443]
2199,30,[30.336994],[0.33699417]
2200,29,[25.812996],[3.187004]
2201,30,[25.681753],[4.318247]
2202,27,[26.745481],[0.2545185]
2203,29,[31.189213],[2.1892128]
2204,33,[33.384132],[0.3841324]
2205,33,[28.32385],[4.6761494]
2206,33,[28.606966],[4.393034]
2207,33,[43.690716],[10.690716]
2208,25,[27.484982],[2.4849815]
2209,25,[24.717693],[0.28230667]
2210,29,[27.566418],[1.4335823]
2211,27,[23.007128],[3.9928722]
2212,32,[32.15164],[0.15164185]
2213,33,[33.49899],[0.4989891]
2214,30,[27.241201],[2.7587986]
2215,31,[33.569828],[2.569828]
2216,26,[29.74633],[3.7463303]
2217,29,[31.077677],[2.0776768]
2218,33,[33.80969],[0.80968857]
2219,33,[28.75964],[4.2403603]
2220,25,[14.45211],[10.54789]
2221,33,[25.306255],[7.6937447]
2222,26,[31.022343],[5.0223427]
2223,29,[26.357061],[2.6429386]
2224,29,[24.374977],[4.625023]
2225,29,[24.138073],[4.861927]
2226,29,[35.018005],[6.0180054]
2227,30,[25.681816],[4.318184]
2228,33,[30.071949],[2.928051]
2229,30,[29.847786],[0.15221405]
2230,32,[30.725355],[1.2746449]
2231,29,[24.029848],[4.970152]
2232,29,[29.9773],[0.97730064]
2233,29,[27.253042],[1.7469578]
2234,26,[26.814005],[0.8140049]
2235,25,[25.761168],[0.7611675]
2236,31,[39.469357],[8.469357]
2237,33,[30.328737],[2.6712627]
2238,25,[24.993696],[0.00630379]
2239,31,[23.563864],[7.4361362]
2240,33,[16.719603],[16.280397]
2241,32,[23.215317],[8.784683]
2242,30,[25.759106],[4.2408943]
2243,29,[23.78929],[5.2107105]
2244,29,[26.703516],[2.296484]
2245,33,[24.398996],[8.601004]
2246,29,[18.980692],[10.019308]
2247,33,[28.220512],[4.7794876]
2248,30,[24.469378],[5.5306225]
2249,33,[24.22693],[8.773069]
2250,33,[34.874268],[1.8742676]
2251,29,[24.0534],[4.9466]
2252,29,[30.892593],[1.8925934]
2253,30,[28.220121],[1.7798786]
2254,29,[28.312496],[0.6875038]
2255,25,[25.988268],[0.9882679]
2256,33,[28.79997],[4.2000294]
2257,33,[27.984125],[5.015875]
2258,30,[21.51387],[8.48613]
2259,29,[25.450373],[3.5496273]
2260,28,[27.24759],[0.7524109]
2261,33,[27.36026],[5.63974]
2262,30,[28.43781],[1.5621891]
2263,29,[19.144331],[9.855669]
2264,33,[20.663568],[12.3364315]
2265,30,[44.814392],[14.814392]
2266,33,[30.71717],[2.2828293]
2267,28,[31.129738],[3.1297379]
